,cluster
CY010300,37
CY007763,38
CY009788,37
CY009812,37
CY009796,37
CY010468,37
CY007947,38
CY010380,37
CY007771,38
CY007779,38
CY009804,37
CY008500,38
CY010140,37
CY012432,38
CY008508,38
CY005944,34
KF424162,29
CY137634,29
JX570847,13
KT777925,33
KJ847692,33
KJ847700,33
KM873638,13
MF407528,13
MF407529,13
KY926270,58
MN519290,38
MN519298,38
MN519306,38
MN519314,38
MN519322,38
MN519330,38
MN054493,38
JN032406,58
KF420296,9
KR063687,13
KF420297,9
MG572473,9
MF370251,9
MF370255,9
JN704791,58
CY092753,58
CY049867,58
GU014778,58
CY083479,58
CY083495,58
CY171047,38
CY171055,38
CY171063,38
CY171071,38
CY171079,38
CY171087,38
CY171095,38
CY171103,38
CY171111,38
CY171119,38
CY171127,38
CY171135,38
CY171143,38
CY171151,38
CY171159,58
CY171167,38
CY171175,38
CY171183,38
CY171191,38
CY171199,38
CY171207,38
CY171215,38
CY171223,38
CY171231,38
CY171239,38
CY171247,38
CY171255,38
CY171263,38
CY171271,38
CY171279,38
CY171287,38
CY171295,38
CY171303,38
CY171311,38
CY171319,38
CY171327,38
CY171335,38
CY171343,38
CY171351,38
CY171359,38
CY171367,38
CY171375,38
CY171383,38
CY171391,38
CY171399,38
CY171407,38
CY171415,38
CY171423,38
CY171431,38
CY171439,38
CY171447,38
CY171455,38
CY171463,38
CY171471,38
CY171479,38
CY171487,38
CY171495,38
CY171503,38
CY171511,38
CY171519,38
CY171527,38
CY171535,38
CY171543,58
CY171551,38
CY171559,38
CY171567,38
CY171575,38
CY171583,38
CY171591,38
CY171599,38
CY171607,38
CY171615,38
CY171623,38
CY171631,38
CY171639,38
CY171647,38
CY171655,38
CY171663,38
CY171671,38
CY171679,38
CY171687,38
CY171695,38
CY171703,38
CY171711,38
CY171719,38
CY171727,38
CY171735,38
J04325,45
CY016787,13
CY020621,13
CY020629,13
CY021373,13
CY020637,13
KM657859,45
AB684255,13
AB675740,13
MF357716,0
MF357724,0
MF357732,0
KJ426485,41
KP081533,41
HM172095,13
KX867833,41
MN135861,41
KY751038,9
KY751039,9
KY751040,9
KY751044,9
MG051186,41
MG063448,41
MG575575,9
MG575576,9
MH489435,41
MH489499,41
MH489507,41
MH489443,41
MH489451,41
KY005855,13
KY005863,13
KY437807,13
MH209475,9
MG280703,41
GU186761,13
JX420158,13
KM892798,13
GQ122391,13
GQ122392,13
KF888546,13
KF888502,13
KF888522,13
KF888478,13
KJ643755,41
KJ643784,41
KJ643808,41
KJ643597,41
KY629433,13
KT362004,41
KT362038,41
KT361996,41
KY635684,41
MG042274,41
MG042325,13
MG042175,41
MG042357,41
MG042288,41
MG957616,41
MG957513,41
MG957519,41
MG957602,41
MG957582,41
MH135605,13
MH135422,13
MH135681,41
MH135533,41
MH135502,41
MH135521,13
MH135620,41
MH135626,13
MH135335,41
MH791896,41
MH791551,41
MH791733,41
MH791940,13
MH791897,41
MH791568,41
MH791758,41
MH791573,13
MN209662,41
MN209624,41
MN209697,41
MN209709,41
MN209565,13
MN209537,41
MN209435,41
MN209393,41
MN209446,41
MN209378,41
MN209331,13
MN209387,41
MT090397,41
MT090299,41
MT090487,41
MT090481,41
MT090290,41
MT090569,41
MT090619,41
MT090318,41
MT090377,41
MH071465,6
MN994129,13
MN994137,13
MN994145,13
MN994153,13
MN994161,13
MN994169,13
MN994177,13
MN994185,13
MN994193,13
GQ122399,13
KP055069,0
KP892991,13
KP795729,13
KP795737,13
KM609599,41
KM609596,41
KM609595,41
KM609594,41
KP055061,41
DQ064354,41
KJ426404,41
KY437799,13
KC821005,41
MN435596,36
KJ682306,13
KJ682264,13
KJ682280,13
KJ682244,13
CY063481,13
KJ682314,13
KJ682290,13
KJ682308,13
KJ682294,13
KJ682278,13
KJ682234,13
KJ682296,13
KJ682236,13
KJ682248,13
KJ682268,13
KJ682232,13
KJ682292,13
KJ682230,13
KJ682238,13
KJ682256,13
KJ682250,13
KJ682262,13
KJ682260,13
KJ682310,13
KJ682226,13
KJ682282,13
KJ682288,13
KJ682312,13
KJ682302,13
KJ682270,13
KJ682252,13
KJ682276,13
KJ682254,13
KJ682240,13
GU186777,7
AY611524,0
AY646078,0
MK287784,41
KU971484,13
KU971524,13
KU971532,13
KU971540,13
KU971554,13
JX420206,13
EU182273,19
KU201792,13
MN179383,0
JQ714235,13
JN588815,13
KF918478,13
MH285274,13
MH285282,41
MN703061,9
MH285290,41
MH285298,13
KY926747,13
KY926755,13
KY926771,13
GU186602,0
GQ122395,13
KR137678,45
FJ577550,9
FJ577518,9
FJ577534,9
KJ938650,41
MF926461,13
AB684261,13
AB684262,13
KU318989,9
MN918135,41
MN385379,41
MN385388,41
MN263210,41
MN263218,41
MN385396,41
MN385409,41
MN384768,41
MN384726,41
MF116312,13
MF116313,13
MK979312,41
MH592405,19
MH592413,11
MH592421,11
MH592429,19
DQ485208,41
DQ485216,41
DQ485224,41
MK072969,41
MK979320,41
MK979328,41
MK979336,41
MK367638,41
MK979344,41
MK979352,41
MK979360,41
MH719014,9
MH719013,9
MH553140,9
KP000007,13
KM113241,41
KM455945,45
CY116907,27
EU742995,0
KM244100,0
FJ667188,13
KP416230,9
KP416238,9
KP415626,9
KP415634,9
KP415908,9
KP417438,9
KP416582,9
KP415916,9
KP416246,9
KP416254,9
KP415642,9
KP415650,9
KP416263,9
KP416271,9
KP416280,9
KP415682,9
KP416296,9
KP416304,9
KP415690,9
KP416312,9
KP416320,9
KP417446,9
KP416339,41
KP416338,9
KP415698,9
KP416349,9
KP416357,9
KP416365,9
KP416375,41
KP416374,9
KP415707,9
KP416386,9
KP416394,9
KP416403,9
KP416404,41
KP415766,9
KP415774,9
KP415792,9
KP415800,9
KP415808,9
KP415834,9
KP415846,9
KP415847,41
KP415858,9
KP416414,9
KP416422,9
KP416430,9
KP415866,9
KP415883,9
KP415892,9
KP415900,9
KP416446,41
KP415428,9
KP416454,9
KP416464,41
KP416463,9
KP415436,9
KP415924,9
KP415444,9
KP415932,9
KP415940,9
KP415948,9
KP414477,41
KP415956,9
KP415452,9
KP415964,9
KP415972,9
KP415981,9
KP286101,13
KP414517,41
KP414525,41
KP286583,13
KP286584,41
KP414533,41
KP414549,41
KP413289,9
KP414565,41
KP413305,9
KP413313,9
KP413329,9
KP414581,41
KP413345,9
KP414694,41
KP286109,13
KP414605,41
KP413395,9
KP413403,9
KP413419,9
KP413427,9
KP413435,9
KP413483,9
KP414613,41
KP414621,41
KP413491,9
KP413499,9
KP414637,41
KP413563,9
KP413571,9
KP413579,9
KP413587,9
KP414645,41
KP416558,9
KP413595,9
KP413619,9
KP414219,9
KP413627,9
KP413635,9
KP414211,9
KP413643,9
KP413651,9
KP413659,9
KP414186,9
KP414669,41
KP286562,9
KP413700,9
KP413708,9
KP414685,41
KP285029,13
KP415462,9
KP415470,9
KP415478,9
KP415486,9
KP416502,9
KP415494,9
KP415519,9
KP415520,41
KP415531,9
KP416007,9
KP416015,9
KP416023,9
KP416031,9
KP416039,9
KP416048,41
KP416047,9
KP416061,41
KP416072,9
KP416080,9
KP416088,9
KP416096,9
KP416104,9
KP416112,9
KP416120,9
KP415539,9
KP416128,9
KP416136,9
KP415548,41
KP415547,9
KP416144,9
KP416152,9
KU311522,13
KF188352,41
KM455929,45
KM455889,45
KM455913,45
KM455921,45
GQ122385,13
GQ122396,13
GQ122547,13
GQ122397,13
GQ122555,13
GQ122398,13
GQ122563,13
GQ122401,13
GQ122402,13
GQ122403,13
GQ122387,13
JF965139,11
JF965140,11
JF965141,11
JF965142,11
JF965143,11
KC261467,13
KC261465,13
KR732525,13
EU496383,13
KR732539,13
GQ184214,13
GQ184246,13
KR732574,13
CY044032,13
CY041290,13
CY041298,13
KR732527,13
KR732550,13
HQ198269,13
CY020645,13
DQ862001,13
KR063678,13
LC379966,41
AB465592,13
LC379958,13
JX912985,41
KF881341,41
KF258184,41
KF258183,41
KF881553,41
KF881370,41
KX000791,41
KY558844,13
KF881378,41
KT220539,13
KT220555,13
KX000718,41
CY099582,13
KF732012,13
FR687256,13
KF881632,13
KF881531,13
KF881582,13
KF881362,13
KF881467,13
KF881438,13
FR687257,13
KF881690,13
KF881416,13
KF881711,13
CY099579,13
KF881491,13
KF881719,13
KY558857,41
KF881655,13
CY099587,13
CY099588,13
KF881603,13
JX912992,13
JX912995,13
JX912991,13
CY110927,41
CY110928,41
KF881394,41
KF881475,41
KF881574,41
KF258191,41
KF881386,41
KF881459,41
CY126232,41
KX228210,33
MH107178,41
GU186483,45
AY240883,0
KU310447,13
KJ000698,41
HM172096,13
DQ064355,41
KM113273,41
KM113249,41
JF715008,41
MF629925,9
MF629933,9
MF629941,9
MF629949,9
MG192150,41
MF629957,9
MF629965,9
MF629973,9
MF629981,9
MF629989,9
MG192148,41
MG192147,41
MG192149,41
MH209403,9
MN135869,41
KX598446,41
KX598449,41
KX598450,41
KX598443,41
KX598441,41
EF070733,41
KX160148,13
KX160156,13
KY415642,41
KY415634,36
KY415644,13
KY415635,36
KY415646,13
KY415639,41
KR732400,13
CY014671,6
GQ176136,6
AB292666,6
AJ620350,9
FM177119,13
FM177135,13
KU971357,13
KU971373,13
KU971397,13
KU971405,13
KU971413,13
KU971421,13
KU971437,13
KU971445,13
KU971453,13
KU971469,13
CY126168,13
CY126176,13
CY126208,13
CY126216,13
CY126224,13
CY126120,13
CY126128,13
CY126136,13
KX351900,0
KJ426487,41
KC821025,41
EU874899,13
DQ064356,41
KP865942,41
KP865943,41
AY609312,13
AY737296,13
AY737289,13
DQ064357,41
MT032408,41
MF184015,9
DQ064358,41
DQ064359,41
DQ064360,41
DQ064361,41
DQ064362,41
KY794611,41
KM113297,41
KM113289,41
JQ924798,19
KP865965,41
KJ395947,9
KJ395949,9
GU471897,41
KY751058,9
MG063451,41
MF960003,13
KY751060,9
MG575584,9
KY855518,9
KY855526,9
KC951122,41
MF280190,9
MF280203,9
MF280204,9
KU160803,33
MH209283,9
MH209291,9
MF629997,9
MH209299,9
MH209323,9
KJ200637,11
KJ200645,11
KJ200653,11
KJ200661,11
KJ200669,11
MF630005,9
MF630013,9
MF630021,9
MF630029,9
MF630037,9
MF630045,9
MF630053,9
MN037516,9
MF630061,9
MF630069,9
MF630077,9
MF630085,9
MF630093,9
MF630101,9
MF630109,9
MF630117,9
MF630125,9
MF630133,9
MF630141,9
MF630149,9
MH209363,9
MF630157,9
CY146908,9
KX598439,41
KX598448,41
KX598433,41
KX598436,41
KX598435,41
KX598442,41
KX598464,41
KX598462,41
KX598463,41
KX598466,41
KX598465,41
KX598461,41
KX598467,41
JQ639778,41
JQ639786,41
JN869546,41
JN869538,41
KT022237,36
KF768187,41
KF768226,41
KT022261,36
DQ064363,41
KT266958,19
KT022277,36
KT266990,11
KT022293,36
KT022317,36
EU086226,41
EU081864,41
EU086245,41
EU086237,41
DQ064364,41
KX185883,41
KM113233,41
KM113201,41
KX130841,41
KM113121,41
KF768192,41
GU471805,41
MG575582,9
MG575580,9
KF013910,23
HQ117886,41
KF768251,41
KM070510,41
KT762439,13
KJ200677,11
KJ200685,11
MF630165,9
MF630173,9
MF630181,9
MH209347,9
MH209355,9
MH209395,9
KX598444,41
KX598438,41
KX598437,41
KX598445,41
KX598452,41
GU186557,45
HM172079,13
KM113321,41
KM113137,41
KR137662,45
JX420174,13
JX420166,13
KX598470,41
KP412424,9
JX420142,13
KM609592,41
AY724257,9
EU243133,13
DQ343152,13
JQ041400,13
EU243146,13
KX160164,13
DQ064365,41
DQ343150,13
FJ499463,41
FJ534546,41
DQ343151,13
HM172081,13
GQ202056,41
KJ426405,41
FJ534548,41
KC820996,41
KC821020,41
KC821006,41
KY751056,9
EU573941,41
MF630189,9
MH209419,9
MG575583,9
KY402019,6
KC820992,41
GQ202036,41
KC821012,41
KC821011,41
DQ064366,41
DQ064367,41
MG298777,9
MG575574,9
KX160179,13
MH209467,9
MF319554,9
DQ080022,13
KJ426484,41
FJ534538,41
AY950232,13
KJ426489,41
AY950233,13
AY950234,13
DQ064368,41
DQ064369,41
DQ064370,41
HM172080,13
KC820997,41
MG575581,9
KJ174937,13
MF630197,9
MH209411,9
MH209427,9
KY005871,13
KJ426491,41
KM455905,45
CY006040,45
AB474082,13
KU311581,41
KU311600,41
KU311608,41
KU311624,41
LC318472,13
CY005605,19
GU186672,13
KF188361,41
KF259123,41
KF259124,41
KF259137,41
KF259141,41
KF259142,41
KF259155,41
KF259144,41
KF188366,41
KF259152,41
KF259149,41
KF259158,41
KF259129,41
KF188335,41
KF259125,41
KF259130,41
KF259131,41
KF188391,41
KF259094,41
KF259133,41
KF259157,41
KF259080,41
KF259136,41
KF259126,41
KF259143,41
KF188304,41
KF259121,41
KF259134,41
KF259147,41
KF259146,41
KF259156,41
KF259148,41
KF259135,41
KF259140,41
KF259127,41
KF259145,41
KF259098,41
KF259151,41
KF259128,41
KF259132,41
KF259153,41
KF188397,41
KF259099,41
KF259154,41
KF259138,41
KF259085,41
HQ677023,13
KP864442,9
KP864448,9
MG063447,41
CY077084,41
KT164851,41
FJ784851,13
AY684706,13
AY770079,13
EU365371,41
KM113129,41
KM113097,41
KM113081,41
KX598430,41
KX598429,41
DQ997122,13
DQ997133,13
KF714775,41
KF714783,41
FJ784847,13
HM172112,13
KP865947,41
GU182142,13
FJ784854,13
HM172114,13
GU182158,13
HM144515,11
KM113145,41
KM113105,41
MH209307,9
MH209315,9
KU160811,33
KU160819,33
MF630205,9
KJ200693,11
KJ200701,11
KJ200709,11
MF630213,9
MF630221,9
MF630229,9
MH209339,9
MH209371,9
MH209379,9
MH209387,9
KP413734,9
KP413742,9
KP415382,41
KP413750,9
KP415390,41
KP413758,9
KP413776,9
KP413786,9
KP413794,9
KP413811,9
KP413819,9
KP413837,9
KP413864,9
KP413872,9
KP413880,9
AB261853,45
MG964368,13
KT285349,41
KM267765,13
KT327366,13
KP336321,13
CY090116,13
KM519965,41
CY090124,13
CY111105,13
CY089472,13
CY089474,13
EF362418,13
EF362426,13
EF473080,13
MH209451,9
MH209459,9
KR492974,13
KT002489,13
KT002513,13
KT002521,13
MG964376,13
KX351787,13
MG964384,13
MG964392,13
MG964400,13
MG964408,13
MG964416,13
MG964424,13
MG964432,13
MG964440,13
MG964448,13
MG964456,13
MG964464,13
MG964472,13
MG964480,13
MG964488,13
MG964496,13
MG964504,13
MG964512,13
MG964520,13
MG964528,13
MG964536,13
MG964544,13
MG964552,13
MG964560,13
MG964568,13
MG964576,13
MG964584,13
MG964592,13
MG964600,13
MG964608,13
MG964616,13
MG964624,13
MG964632,13
MG964640,13
KT280932,13
JN646748,41
MK159013,41
JX465626,41
JQ254942,41
JQ254948,41
JQ254952,41
EF492240,41
EF492242,41
EF501983,41
EF492243,41
EF492225,41
JQ254937,41
EF492231,41
EF492232,41
EF492234,41
EF492221,41
EF492236,41
CY022677,9
CY099597,9
CY024762,9
CY021549,9
CY095522,9
CY022653,9
CY025125,9
DQ991328,9
DQ991320,9
CY034750,9
KF493205,9
KU971570,13
CY021517,13
FJ610108,45
MK559300,0
MK558926,0
KX289635,0
KX351886,0
KX351892,0
KX351951,0
KX351933,0
KX351936,0
KX351908,0
JX397993,0
MK559388,0
LC503273,19
LC536717,13
LC536725,41
LC208484,13
CY116955,20
CY116963,20
KJ426492,41
KY751062,9
KJ426488,41
KJ426490,41
KJ426483,41
DQ064372,41
MG779868,9
KF150634,13
HM172092,13
KP762509,13
FJ384751,41
FJ384759,41
KP865939,41
KP762501,13
KJ426400,41
KP865969,41
KM113185,41
KM113161,41
KM113089,41
DQ997182,13
MH250200,41
KJ426328,41
MG575578,9
KY751050,9
KX867841,41
KY751034,9
KY751035,9
KY751036,9
MG280616,41
KY751037,9
MN135877,41
MN135885,41
MN135893,41
KY751052,9
KY751053,9
KY751063,9
KJ426402,41
MG280687,41
JQ638673,13
MH489467,41
KY751061,9
KY751047,9
JF715006,41
KF006414,6
KY751048,9
CY146916,9
MF630237,9
MF630245,9
MF630253,9
MF630261,9
MF630269,9
CY146924,9
CY146932,9
KM113049,41
CY146940,9
MF630277,9
KX598469,41
KX598451,41
KX598471,41
KJ426399,41
MN135901,41
MN135909,41
MN135917,41
MG575577,9
MH489459,41
MH489483,41
MH489491,41
KJ426326,41
KJ426327,41
MG280679,41
MG280669,41
MG280695,41
KC821007,41
KY751064,9
MN135925,41
KJ000710,41
KJ426397,41
KJ426329,41
KY437791,13
KY751041,9
KY751045,9
KY751042,9
KJ426396,41
KY776496,13
KJ426330,41
KY751054,9
KJ426401,41
MG280656,41
KJ426331,41
MG575579,9
MF085026,41
KP285757,41
KP416654,41
KP414883,9
KP414891,9
KP414899,9
KP414907,9
KP414915,9
KP414923,9
KP414931,9
KP414939,9
KP414947,9
KP414955,9
KP414963,9
KP414971,9
KP414979,9
KP414987,9
KP414995,9
KP415011,9
KP415019,9
KP415027,9
KP415035,9
KP415043,9
KP415051,9
KP415059,9
KP415067,9
KP415075,9
KP415083,9
KP415091,9
KP415099,9
KP415107,9
KP415115,9
KP415123,9
KP415131,9
KP415139,9
KP415155,9
KP285341,41
MF113058,41
KP285349,41
KP287644,41
KP287643,6
KP285357,6
KP287058,41
KP287057,6
KP286677,41
KP286676,6
KP417406,9
KP417578,9
KP417237,9
KP417586,9
KP417245,9
KP417253,9
KP417594,9
KP417602,9
KP417261,9
KP417610,9
KP417269,9
KP417618,9
KP417626,9
KP417341,9
KP417634,9
KP417277,9
KP417642,9
KP417650,9
KP417285,9
KP287309,6
KP417658,9
KP417293,9
KP417666,9
KP287318,6
KP417674,9
KP417301,9
KP417682,9
KP417690,9
KP285933,6
KP417698,9
KP417309,9
KP286037,6
KP287329,6
KP287339,41
KP287338,6
KP287350,6
KP287363,41
KP287362,6
KP414064,9
KP414072,9
KP287374,6
KP414080,9
KP414081,41
KP414090,9
KP287384,6
KP287385,41
KP414098,9
KP285765,41
KP417041,9
KP287397,41
KP287396,6
KP287409,41
KP287420,6
KP286045,6
KP286703,41
KP286702,6
KP417317,9
KP285941,6
KP286713,6
KP286714,41
KP286724,6
KP287093,6
KP287654,6
KP287655,41
MF113066,41
KP287212,6
KP286269,6
KP287223,6
KP286277,6
KP285949,6
KP286285,6
KP285957,6
KP287503,6
KP286293,6
KP417325,9
KP285965,6
KP417333,9
KP417706,9
KP287234,6
KP287235,9
KP287522,6
KP286301,6
KP285973,6
KP287542,6
KP286309,6
KP285981,6
KP417349,9
KP286317,6
KP285989,6
KP417357,9
KP417365,9
KP286325,6
KP287246,6
KP287572,41
KP287571,6
KP286333,6
KP287256,6
KP287257,9
KP286341,6
KP417374,9
KP286349,6
KP286357,6
KP285997,6
KP287582,6
KP286365,6
KP286005,6
KP286373,6
KP417382,9
KP286381,6
KP417714,9
KP287270,6
KP417390,9
KP286013,6
KP287281,9
KP286389,6
KP287600,6
KP287610,6
KP287619,6
KP286021,6
KP286397,6
KP286405,6
KP417398,9
KP417722,9
KP287291,9
KP287290,6
KP287631,9
KP287630,6
KP286029,6
KP417454,9
KP417730,9
KP417739,9
KP417748,9
KP417478,9
KP417756,9
KP417486,9
KP417494,9
KP417502,9
KP417774,9
KP417792,9
KP417801,9
KP417811,9
KP417820,9
KP417512,9
KP417829,9
KP417837,9
KP417845,9
KP417521,9
KP417853,9
KP417862,9
KP417870,9
KP417529,9
KP417878,9
KP417886,9
KP417537,9
KP417895,9
KP417905,9
KP417913,9
MF372884,41
MF113073,41
KP417921,9
KP417929,9
KP417937,9
KP417945,9
KP417953,9
KP417962,9
KP417973,9
KP286445,6
KP417982,9
KP417990,9
KP417998,9
KP418006,9
KP418014,9
KP418022,9
KP418030,9
MF113081,41
KP418094,9
KP418102,9
KP418103,41
KP418112,9
KP418123,41
KP418133,9
KP418142,41
MF372892,41
MF113100,41
KP285773,41
KP285781,41
KP418244,9
KP418254,9
KP418262,9
KP418272,41
KP418271,9
KP284925,6
KP285789,41
KP418281,9
KP418304,9
KP418305,41
KP418318,9
KP418330,9
KP418331,41
KP286470,6
KP418344,9
KP418354,9
KP418374,9
KP418386,9
KP418398,41
KP418397,9
KP418414,41
KP418413,9
KP418427,41
KP418426,9
KP418436,9
KP418444,9
KP418468,9
KP418469,41
KP418481,9
KP418495,9
KP418496,41
KP285797,41
KP285077,41
KP285085,41
KP284933,6
KP285093,41
KP285101,41
KP286489,6
KP285109,41
KP285117,41
MF113114,41
KP285805,41
KP418524,9
KP418525,41
KP285125,41
KP285133,41
KP418537,9
KP418538,41
KP285813,41
KP286499,6
KP284941,6
KP285141,41
KP284949,6
KP286508,6
MF113126,41
KP287103,41
KP285157,41
KP285165,41
KP285173,41
KP286529,6
KP285181,41
KP285189,41
KP285197,41
KP285205,41
KP285821,41
KP285213,41
KP285221,41
MF113134,41
KP285829,41
KP285229,41
KP285837,41
KP285237,41
KP286736,6
KP285365,6
KP285373,6
KP286747,41
KP286746,6
KP285381,6
KF258979,9
KP287111,41
KP285245,41
KP285253,41
MK743999,13
KP286657,41
KP285261,41
KP285389,6
KP285397,6
KP285405,6
KP285413,41
KP285269,41
KP285277,41
KP285285,41
KP285293,41
KP285301,41
KP415399,41
KP285421,41
KP415409,41
KP287430,6
KP286061,6
KP285429,6
KP286758,41
KP286757,6
KP285437,41
KP285445,41
KP416662,41
KP416671,41
KP285453,6
KP285461,41
KP286769,41
KP286768,6
KP287121,6
KP285469,41
KP286780,6
KP286781,41
KP285845,6
KP287130,41
KP287129,6
KP286791,41
KP286790,6
KP287142,6
KP287143,41
KP287154,6
KP286802,6
KP287674,41
KP287673,6
KP287167,41
KP287166,6
KP416689,41
KP287178,6
KP287179,41
KP287440,41
KP287439,6
KP287452,41
KP287451,6
MF113143,41
MF113151,41
MF113156,41
KP285853,41
KP286069,6
KP286828,36
KP286829,41
KP285861,41
KP287192,41
KP287191,41
MF372900,41
KP285069,41
KP285869,41
KP417562,9
KP414859,9
KP417414,9
KP417570,9
KP414867,9
KP414875,9
KP285877,41
KM593186,9
KP090439,13
KP090447,13
MF630285,9
MF630293,9
MF630301,9
KP861987,6
KP861995,6
KP862003,6
KP862011,6
MF630309,9
CY146948,9
KP414718,41
KP417143,41
KP414726,41
KP413940,9
KP417167,41
KP414798,41
KM609590,41
KM609589,41
DQ064371,41
AY653200,13
DQ997268,13
DQ997283,13
KJ907703,41
KM054788,41
MF630317,9
KM054796,9
DQ997547,13
KP415260,41
KP415268,41
KP415276,41
KP415284,41
MF794991,41
MF673367,41
MF673383,41
MF673343,41
MF673319,41
MF673359,41
MF673327,41
MF673375,41
MF673303,41
MF673351,41
MF673311,41
MF673335,41
AB684243,13
AB450550,13
KR234030,13
FJ577542,9
FJ577526,9
MK603216,41
MH107186,41
AB256682,41
AB450552,13
EU253561,41
AY676035,13
JN852795,41
JN852803,41
GU053186,41
EU662946,41
EU662947,41
EF205159,13
EU163431,13
AB932556,13
LC276811,13
KY614872,13
DQ449632,13
DQ323672,13
CY029948,13
CY029956,13
CY029964,13
CY029972,13
CY029980,13
CY029988,13
CY029996,13
AB188824,13
KP000015,13
GU186716,13
CY098297,13
CY040942,13
CY034688,13
CY040974,13
CY034712,13
CY034720,13
HM006751,13
KM609588,41
KM609587,41
KM609586,41
HM172453,13
HM172078,13
HM172077,13
KY751055,9
KX160186,13
CY126144,13
CY126018,13
CY126026,13
CY126240,13
CY126248,13
CY126264,13
KM455937,45
KM455897,45
GU186565,45
GU186573,45
AB675741,13
MG964648,13
MG964656,13
KT762924,13
MG964664,13
MG964672,13
MG964680,13
MG964688,13
AB684253,13
AB684257,13
AB684260,13
LC276803,13
AB684250,13
AB684251,13
AB675739,13
AB684248,13
AB684246,13
AB684242,13
KT762884,13
EF474450,13
MF926453,13
MN400383,0
MN400391,0
FJ577510,9
MN046342,13
MN046350,13
GU050381,13
CY006023,41
GU354065,13
JX499153,31
KU158890,36
AB684259,13
AB450556,13
MG964696,13
MG964704,13
MG964712,13
KT762900,13
KT762940,13
MG964720,13
AY338458,9
AB438941,9
MH546339,45
CY117035,27
CY117051,27
CY117003,27
CY116979,27
CY117027,27
CY022693,7
CY022701,7
CY034262,0
CY034270,0
CY034838,0
CY024826,0
CY035978,0
CY014821,27
CY034190,0
CY094951,0
CY029833,0
CY022813,0
CY022821,0
CY034902,0
CY034910,0
CY047003,0
CY036010,0
CY034246,0
CY024834,0
CY022829,0
CY031643,0
CY031635,0
CY033201,0
CY033209,0
CY094983,0
CY031699,0
CY034302,0
CY034310,0
CY031076,0
CY014909,26
CY028628,0
CY116939,27
CY033249,0
CY033257,0
CY031116,0
CY033233,0
CY033241,0
CY095036,0
CY031747,0
CY028540,0
CY033297,0
CY031771,0
GQ117129,45
CY116971,27
CY037015,0
CY034342,0
CY033305,0
CY095108,0
CY028580,0
CY037095,0
CY035930,0
CY034366,0
CY037047,0
CY037055,0
CY034358,0
CY034798,0
LC279824,13
LC279832,13
LC279840,13
LC279848,13
LC279856,13
LC486273,13
LC536322,13
MT298099,13
KU971301,13
KU971309,13
KU971341,13
CY016939,13
CY016947,13
CY016923,13
CY016931,13
CY016907,13
KU971593,13
MF112542,13
MF112641,13
MF112553,13
MF112554,13
MF112555,13
MF112556,13
MF112557,13
MF112559,13
MF112560,13
MF112561,13
MF112562,13
MF112563,13
MF112564,13
MF112565,13
MF112566,13
MF112567,13
MF112568,13
MF112569,13
MF112570,13
MF112571,13
MF112572,13
MF112573,13
MF112576,13
MF112578,13
MF112580,13
MF112581,13
MF112582,13
MF112583,13
MF112584,13
MF112585,13
MF112587,13
MF112588,13
MF112589,13
MF112590,13
MF112591,13
MF112594,13
MF112595,13
MF112597,13
MF112598,13
MF112599,13
MF112600,13
MF112602,13
MF112603,13
MF112604,13
MF112605,13
MF112606,13
